Date : 2022-02-17 11:54:11
Directory : c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition
Total : 892 files,  88032 codes, 2098 comments, 15864 blanks, all 105994 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| GameSrc\Universal\Scene\Bootstrap\GameInit\Submenues                                                                                                       |         11 |      1,098 |          3 |        241 |      1,342 |
| GameSrc\Universal\Scene\Bootstrap\GameInit\Submenues\Bootmode                                                                                              |          3 |        319 |          1 |         68 |        388 |
| GameSrc\Universal\Scene\Bootstrap\GameInit\Submenues\Starting Kitsets                                                                                      |          3 |        375 |          2 |         89 |        466 |
| GameSrc\Universal\Scene\Bootstrap\GameInit\Submenues\content Manager                                                                                       |          5 |        404 |          0 |         84 |        488 |
| Media                                                                                                                                                      |         31 |        266 |          0 |         81 |        347 |
| Media\Content-Creator                                                                                                                                      |          3 |         21 |          0 |          9 |         30 |
| Media\Content-Creator\customeFont                                                                                                                          |          3 |         21 |          0 |          9 |         30 |
| Media\FixedDays Font                                                                                                                                       |          4 |         24 |          0 |         14 |         38 |
| Media\custome style                                                                                                                                        |         16 |        140 |          0 |         42 |        182 |
| Media\custome style\Button                                                                                                                                 |          2 |         14 |          0 |          6 |         20 |
| Media\custome style\ComboBox                                                                                                                               |          3 |         24 |          0 |          6 |         30 |
| Media\custome style\Panel                                                                                                                                  |          4 |         48 |          0 |          8 |         56 |
| Media\custome style\RTL                                                                                                                                    |          7 |         54 |          0 |         22 |         76 |
| Media\temp                                                                                                                                                 |          8 |         81 |          0 |         16 |         97 |
| Website                                                                                                                                                    |         16 |      1,455 |        429 |        615 |      2,499 |
| Website\pages                                                                                                                                              |          6 |        692 |        256 |        329 |      1,277 |
| Website\scripts                                                                                                                                            |          3 |         14 |         23 |          2 |         39 |
| Website\styles                                                                                                                                             |          6 |        593 |        108 |        224 |        925 |
| mkDocs                                                                                                                                                     |        207 |      6,916 |          0 |      3,089 |     10,005 |
| mkDocs\Atlas                                                                                                                                               |        163 |      5,642 |          0 |      2,590 |      8,232 |
| mkDocs\Atlas\docs                                                                                                                                          |        162 |      5,596 |          0 |      2,558 |      8,154 |
| mkDocs\Atlas\docs\Overview                                                                                                                                 |          5 |        218 |          0 |         97 |        315 |
| mkDocs\Atlas\docs\SubAtlas                                                                                                                                 |        154 |      5,275 |          0 |      2,438 |      7,713 |
| mkDocs\Atlas\docs\SubAtlas\BaseKitParts                                                                                                                    |         10 |        271 |          0 |        102 |        373 |
| mkDocs\Atlas\docs\SubAtlas\Tiles                                                                                                                           |        139 |      2,181 |          0 |      1,807 |      3,988 |
| mkDocs\Docs                                                                                                                                                |         44 |      1,274 |          0 |        499 |      1,773 |
| mkDocs\Docs\docs                                                                                                                                           |         43 |      1,184 |          0 |        459 |      1,643 |
| mkDocs\Docs\docs\Cogsmos                                                                                                                                   |          8 |        101 |          0 |         53 |        154 |
| mkDocs\Docs\docs\Cogsmos\democrECS                                                                                                                         |          5 |         98 |          0 |         53 |        151 |
| mkDocs\Docs\docs\Conventions                                                                                                                               |          4 |        269 |          0 |        114 |        383 |
| mkDocs\Docs\docs\Entities                                                                                                                                  |          7 |        158 |          0 |         57 |        215 |
| mkDocs\Docs\docs\Entities\Effect                                                                                                                           |          2 |          2 |          0 |          0 |          2 |
| mkDocs\Docs\docs\Entities\Kit                                                                                                                              |          2 |          2 |          0 |          0 |          2 |
| mkDocs\Docs\docs\Entities\Tilemap                                                                                                                          |          3 |        154 |          0 |         57 |        211 |
| mkDocs\Docs\docs\Modules                                                                                                                                   |         16 |        294 |          0 |        119 |        413 |
| mkDocs\Docs\docs\Syntax                                                                                                                                    |          5 |        310 |          0 |         80 |        390 |
| tools                                                                                                                                                      |         14 |        577 |         15 |        393 |        985 |
| tools\RuntimeConfigs                                                                                                                                       |          4 |         82 |          0 |         22 |        104 |
| tools\RuntimeConfigs\Custome_NPC                                                                                                                           |          1 |         27 |          0 |          3 |         30 |
| tools\RuntimeConfigs\Text-inserts                                                                                                                          |          1 |         22 |          0 |          5 |         27 |
| tools\Statistics                                                                                                                                           |         10 |        495 |         15 |        371 |        881 |
| tools\Statistics\JSON                                                                                                                                      |          3 |        230 |          6 |        146 |        382 |
| tools\Statistics\MD                                                                                                                                        |          6 |        200 |          0 |        165 |        365 |
+------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                                   | language           | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\Config\dynamic subtitles.json                                                                  | JSON               |         31 |          0 |          5 |         36 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\Config\experimental tilemap.json                                                               | JSON               |        138 |          0 |          1 |        139 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\Config\kits at start.json                                                                      | JSON               |         10 |          0 |          5 |         15 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\Config\savestate\Chummer\char 1.json                                                           | JSON               |         33 |          0 |          4 |         37 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\Config\savestate\Chummer\common.json                                                           | JSON               |         43 |          0 |          3 |         46 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\Config\savestate\quickStart\char 1.json                                                        | JSON               |         27 |          0 |         16 |         43 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\Config\savestate\quickStart\common.json                                                        | JSON               |         43 |          0 |         15 |         58 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\Config\savestate\template\char 1.json                                                          | JSON               |         28 |          0 |         16 |         44 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\Config\savestate\template\common.json                                                          | JSON               |         38 |          0 |         15 |         53 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\Output\Workspace Stats\2021-11-05_04-16-20\details.md                                   | Markdown           |      1,201 |          0 |          6 |      1,207 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\Output\Workspace Stats\2021-11-05_04-16-20\results.md                                   | Markdown           |        594 |          0 |          7 |        601 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\Output\Workspace Stats\2021-11-05_04-17-42\details.md                                   | Markdown           |      1,201 |          0 |          6 |      1,207 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\Output\Workspace Stats\2021-11-05_04-17-42\results.md                                   | Markdown           |        594 |          0 |          7 |        601 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\Output\Workspace Stats\2021-11-05_04-17-57\details.md                                   | Markdown           |      1,105 |          0 |          6 |      1,111 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\Output\Workspace Stats\2021-11-05_04-17-57\results.md                                   | Markdown           |        514 |          0 |          7 |        521 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\Output\Workspace Stats\2021-11-05_04-19-36\details.md                                   | Markdown           |        854 |          0 |          6 |        860 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\Output\Workspace Stats\2021-11-05_04-19-36\results.md                                   | Markdown           |        296 |          0 |          7 |        303 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\Output\Workspace Stats\2021-11-05_04-19-48\details.md                                   | Markdown           |        854 |          0 |          6 |        860 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\Output\Workspace Stats\2021-11-05_04-19-48\results.md                                   | Markdown           |        296 |          0 |          7 |        303 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\src\backup_menue.rs                                                                     | Rust               |         48 |         33 |         26 |        107 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\src\concatted_menue.rs                                                                  | Rust               |         34 |          0 |         12 |         46 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\src\distribution_menue.rs                                                               | Rust               |         39 |          0 |         31 |         70 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\src\helpers.rs                                                                          | Rust               |         72 |          0 |         39 |        111 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\src\main.rs                                                                             | Rust               |         29 |          0 |         13 |         42 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\src\menue.rs                                                                            | Rust               |         98 |          1 |         31 |        130 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\src\synchronice_menue.rs                                                                | Rust               |         18 |          0 |         12 |         30 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\startPatnicRoom.sh                                                                      | Shell Script       |          1 |          0 |          1 |          2 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\ActorRace.json                                                  | JSON               |         19 |          0 |          8 |         27 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\ActorRole.json                                                  | JSON               |         19 |          0 |          8 |         27 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\ActorSpecialty.json                                             | JSON               |         20 |          0 |          8 |         28 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\ItemsConsumables.json                                           | JSON               |         17 |          0 |         12 |         29 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\KitAppendix.json                                                | JSON               |         24 |          0 |         12 |         36 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\KitBase.json                                                    | JSON               |         26 |          0 |         14 |         40 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\KitMod.json                                                     | JSON               |         24 |          0 |         13 |         37 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\ListReferences.json                                                   | JSON               |         33 |          0 |          1 |         34 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\components.json                                                       | JSON               |      1,025 |          0 |         60 |      1,085 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Personal\ACTOR RACE Fairy.lec                                           | LEC                |         27 |          8 |         21 |         56 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Races\Dwarf.lec                                 | LEC                |         27 |          8 |         21 |         56 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Races\Elf.lec                                   | LEC                |         27 |          8 |         21 |         56 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Races\Human.lec                                 | LEC                |         27 |          8 |         21 |         56 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Races\Orc.lec                                   | LEC                |         27 |          8 |         21 |         56 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Races\Troll.lec                                 | LEC                |         27 |          8 |         21 |         56 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Roles\Arsenist_1.lec                            | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Roles\Brawler_1.lec                             | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Roles\Gunslinger_1.lec                          | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Roles\Hacker_1.lec                              | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Roles\Infobroker_1.lec                          | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Roles\Spellcaster_1.lec                         | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Specialties\Doomsday_Prepper.lec                | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Specialties\Drug_dealer.lec                     | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Specialties\Esoteric_Conartist.lec              | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Specialties\Fecal_analycer.lec                  | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Specialties\Freelancer_hobo.lec                 | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Specialties\Punk.lec                            | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Specialties\Social_Media_Star.lec               | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Specialties\Wageslave.lec                       | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_Attributes\Specialties\bottle_collector.lec                | LEC                |         34 |          8 |         20 |         62 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_RNG_Templates\Suburban_Default.lec                         | LEC                |         20 |          8 |         19 |         47 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Conditions\Burning.lec                                           | LEC                |         16 |          9 |         25 |         50 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Conditions\Electrifying.lec                                      | LEC                |         16 |          9 |         25 |         50 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Conditions\Wet.lec                                               | LEC                |         15 |          9 |         27 |         51 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Infusion\Base\C_I_1___4th_Wallbreak.lec               | LEC                |         24 |          8 |         21 |         53 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Infusion\Base\C_I_1___Event.lec                       | LEC                |         20 |          9 |         26 |         55 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Infusion\Base\C_I_2___Event.lec                       | LEC                |         21 |          9 |         24 |         54 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Infusion\Base\C_I_2___Tar_Vomit.lec                   | LEC                |         24 |          8 |         21 |         53 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Base\C_S_1___Crispyfier.lec                     | LEC                |         24 |          8 |         21 |         53 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Base\C_S_1___Event.lec                          | LEC                |         23 |          9 |         24 |         56 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Base\C_S_2___Earthwall.lec                      | LEC                |         24 |          8 |         21 |         53 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Base\C_S_2___Event.lec                          | LEC                |         21 |          9 |         24 |         54 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Base\C_S_3___Event.lec                          | LEC                |         21 |          9 |         24 |         54 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Base\C_S_3___Offensive_Insult.lec               | LEC                |         24 |          8 |         21 |         53 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_1__M_1___Enuduring.lec                  | LEC                |         24 |          8 |         18 |         50 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_1__M_1___Event.lec                      | LEC                |         12 |          7 |         20 |         39 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_1__M_2___Event.lec                      | LEC                |         12 |          7 |         21 |         40 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_1__M_2___Scorching.lec                  | LEC                |         24 |          8 |         18 |         50 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_2__M_1___Crushing.lec                   | LEC                |         24 |          8 |         18 |         50 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_2__M_1___Event.lec                      | LEC                |         12 |          7 |         21 |         40 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_2__M_2___Enflamed.lec                   | LEC                |         24 |          8 |         18 |         50 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_2__M_2___Event.lec                      | LEC                |         12 |          7 |         21 |         40 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_3__M_1___Event.lec                      | LEC                |         12 |          7 |         21 |         40 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_3__M_1___Personal.lec                   | LEC                |         24 |          8 |         18 |         50 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_3__M_2___Event.lec                      | LEC                |         12 |          7 |         20 |         39 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\C_S_3__M_2___Very.lec                       | LEC                |         24 |          8 |         18 |         50 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Cyberware\Base\X_C_1___Brick_Palm.lec                | LEC                |         24 |          8 |         21 |         53 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Cyberware\Base\X_C_1___Event.lec                     | LEC                |         21 |          9 |         24 |         54 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Cyberware\Base\X_C_2___Event.lec                     | LEC                |         21 |          9 |         24 |         54 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Cyberware\Base\X_C_2___Fingerguns.lec                | LEC                |         24 |          8 |         21 |         53 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Hack\Base\X_H_1___Doorkey_Spoofer.lec                | LEC                |         24 |          8 |         21 |         53 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Hack\Base\X_H_1___Event.lec                          | LEC                |         23 |          9 |         24 |         56 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Hack\Base\X_H_2___Doorlock.lec                       | LEC                |         24 |          8 |         21 |         53 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Hack\Base\X_H_2___Event.lec                          | LEC                |         22 |          9 |         24 |         55 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Hack\Base\X_H_3___Event.lec                          | LEC                |         21 |          9 |         24 |         54 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Hack\Base\X_H_3___Heartbleed_Bug.lec                 | LEC                |         24 |          8 |         21 |         53 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Meat\Gun\Base\TshirtCannon.json                             | JSON               |         44 |          0 |         19 |         63 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Meat\Gun\Mod\TshirtCannon.json                              | JSON               |         44 |          0 |         19 |         63 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Meat\Meele\Base\Trashmans Broom.json                        | JSON               |         44 |          0 |         19 |         63 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Meat\Meele\Mod\Doorkey Spoofer___shocking.json              | JSON               |         26 |          0 |          9 |         35 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileMaps\Special\DebugCompass.json                                          | JSON               |         55 |          0 |          0 |         55 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileMaps\Special\Template.json                                              | JSON               |        189 |          0 |          0 |        189 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileMaps\Special\devroom.json                                               | JSON               |        113 |          0 |          0 |        113 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileMaps\beta Maps\Suburban_One.json                                        | JSON               |        138 |          0 |          0 |        138 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileMaps\experimental tilemap.json                                          | JSON               |        138 |          0 |          0 |        138 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileSets\JSON\00_Terrain.json                                               | JSON               |      1,285 |          0 |          0 |      1,285 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileSets\JSON\01_Indoors.json                                               | JSON               |      1,995 |          0 |          0 |      1,995 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileSets\JSON\02_POI.json                                                   | JSON               |        527 |          0 |          0 |        527 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileSets\JSON\03_General.json                                               | JSON               |        535 |          0 |          0 |        535 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileSets\JSON\04_Marker.json                                                | JSON               |        354 |          0 |          0 |        354 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileSets\JSON\05_Nature.json                                                | JSON               |         85 |          0 |          0 |         85 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileSets\JSON\06_Decoration.json                                            | JSON               |      1,454 |          0 |          0 |      1,454 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileSets\JSON\07_Security.json                                              | JSON               |      1,050 |          0 |          0 |      1,050 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileSets\JSON\08_Conditions.json                                            | JSON               |         14 |          0 |          0 |         14 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileSets\JSON\09_Shop.json                                                  | JSON               |        719 |          0 |          0 |        719 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\New Tiled\TileSets\all.tres                                                           | Properties         |      2,143 |          0 |          3 |      2,146 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Statistics\Syntax Components.json                                                     | JSON               |        224 |          0 |          1 |        225 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Statistics\components.json                                                            | JSON               |        649 |          0 |         63 |        712 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\Special\DebugCompass.json                                              | JSON               |         55 |          0 |          0 |         55 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\Special\Template.json                                                  | JSON               |        189 |          0 |          0 |        189 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\Special\devroom.json                                                   | JSON               |        113 |          0 |          0 |        113 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\beta Maps\Suburban_One.json                                            | JSON               |        138 |          0 |          0 |        138 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\beta Maps\docs.json                                                    | JSON               |        130 |          0 |          0 |        130 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\Devroom.json                                                   | JSON               |        164 |          0 |          0 |        164 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\Suburban.json                                                  | JSON               |        165 |          0 |          0 |        165 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\Suburban\0.json                                                | JSON               |        152 |          0 |          0 |        152 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\Template.json                                                  | JSON               |        129 |          0 |          1 |        130 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\Tutorial.json                                                  | JSON               |        159 |          0 |          0 |        159 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\test.json                                                      | JSON               |        157 |          0 |          0 |        157 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\experimental tilemap.json                                              | JSON               |        138 |          0 |          0 |        138 |
| c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\maps by cached tileset\Sewer.json                                      | JSON               |        130 |          0 |          0 |        130 |
